date,worth,y
2017/1/6,1.404,1
2017/1/9,1.406,1.001424501
2017/1/10,1.406,1.001424501
2017/1/11,1.406,1.001424501
2017/1/12,1.406,1.001424501
2017/1/13,1.407,1.002136752
2017/1/16,1.407,1.002136752
2017/1/17,1.406,1.001424501
2017/1/18,1.406,1.001424501
2017/1/19,1.405,1.000712251
2017/1/20,1.405,1.000712251
2017/1/23,1.406,1.001424501
2017/1/24,1.406,1.001424501
2017/1/25,1.407,1.002136752
2017/1/26,1.408,1.002849003
2017/2/3,1.407,1.002136752
2017/2/6,1.406,1.001424501
2017/2/7,1.404,1
2017/2/8,1.403,0.999287749
2017/2/9,1.403,0.999287749
2017/2/10,1.404,1
2017/2/13,1.405,1.000712251
2017/2/14,1.405,1.000712251
2017/2/15,1.406,1.001424501
2017/2/16,1.408,1.002849003
2017/2/17,1.407,1.002136752
2017/2/20,1.41,1.004273504
2017/2/21,1.409,1.003561254
2017/2/22,1.41,1.004273504
2017/2/23,1.41,1.004273504
2017/2/24,1.41,1.004273504
2017/2/27,1.411,1.004985755
2017/2/28,1.411,1.004985755
2017/3/1,1.411,1.004985755
2017/3/2,1.41,1.004273504
2017/3/3,1.41,1.004273504
2017/3/6,1.412,1.005698006
2017/3/7,1.411,1.004985755
2017/3/8,1.411,1.004985755
2017/3/9,1.41,1.004273504
2017/3/10,1.41,1.004273504
2017/3/13,1.41,1.004273504
2017/3/14,1.411,1.004985755
2017/3/15,1.411,1.004985755
2017/3/16,1.412,1.005698006
2017/3/17,1.41,1.004273504
2017/3/20,1.41,1.004273504
2017/3/21,1.41,1.004273504
2017/3/22,1.411,1.004985755
2017/3/23,1.411,1.004985755
2017/3/24,1.413,1.006410256
2017/3/27,1.413,1.006410256
2017/3/28,1.413,1.006410256
2017/3/29,1.414,1.007122507
2017/3/30,1.414,1.007122507
2017/3/31,1.415,1.007834758
2017/4/5,1.416,1.008547009
2017/4/6,1.417,1.009259259
2017/4/7,1.418,1.00997151
2017/4/10,1.418,1.00997151
2017/4/11,1.418,1.00997151
2017/4/12,1.418,1.00997151
2017/4/13,1.419,1.010683761
2017/4/14,1.418,1.00997151
2017/4/17,1.417,1.009259259
2017/4/18,1.417,1.009259259
2017/4/19,1.416,1.008547009
2017/4/20,1.416,1.008547009
2017/4/21,1.416,1.008547009
2017/4/24,1.415,1.007834758
2017/4/25,1.414,1.007122507
2017/4/26,1.415,1.007834758
2017/4/27,1.414,1.007122507
2017/4/28,1.414,1.007122507
2017/5/2,1.414,1.007122507
2017/5/3,1.414,1.007122507
2017/5/4,1.413,1.006410256
2017/5/5,1.412,1.005698006
2017/5/8,1.412,1.005698006
2017/5/9,1.411,1.004985755
2017/5/10,1.41,1.004273504
2017/5/11,1.409,1.003561254
2017/5/12,1.409,1.003561254
2017/5/15,1.41,1.004273504
2017/5/16,1.41,1.004273504
2017/5/17,1.41,1.004273504
2017/5/18,1.41,1.004273504
2017/5/19,1.41,1.004273504
2017/5/22,1.41,1.004273504
2017/5/23,1.41,1.004273504
2017/5/24,1.411,1.004985755
2017/5/25,1.412,1.005698006
2017/5/26,1.412,1.005698006
2017/5/31,1.413,1.006410256
2017/6/1,1.413,1.006410256
2017/6/2,1.413,1.006410256
2017/6/5,1.412,1.005698006
2017/6/6,1.413,1.006410256
2017/6/7,1.414,1.007122507
2017/6/8,1.415,1.007834758
2017/6/9,1.415,1.007834758
2017/6/12,1.416,1.008547009
2017/6/13,1.417,1.009259259
2017/6/14,1.417,1.009259259
2017/6/15,1.418,1.00997151
2017/6/16,1.418,1.00997151
2017/6/19,1.421,1.012108262
2017/6/20,1.423,1.013532764
2017/6/21,1.425,1.014957265
2017/6/22,1.423,1.013532764
2017/6/23,1.425,1.014957265
2017/6/26,1.428,1.017094017
2017/6/27,1.43,1.018518519
2017/6/28,1.431,1.019230769
2017/6/29,1.433,1.020655271
2017/6/30,1.433,1.020655271
2017/7/3,1.433,1.020655271
2017/7/4,1.432,1.01994302
2017/7/5,1.434,1.021367521
2017/7/6,1.435,1.022079772
2017/7/7,1.436,1.022792023
2017/7/10,1.437,1.023504274
2017/7/11,1.437,1.023504274
2017/7/12,1.437,1.023504274
2017/7/13,1.44,1.025641026
2017/7/14,1.441,1.026353276
2017/7/17,1.441,1.026353276
2017/7/18,1.441,1.026353276
2017/7/19,1.443,1.027777778
2017/7/20,1.443,1.027777778
2017/7/21,1.443,1.027777778
2017/7/24,1.444,1.028490028
2017/7/25,1.442,1.027065527
2017/7/26,1.442,1.027065527
2017/7/27,1.44,1.025641026
2017/7/28,1.441,1.026353276
2017/7/31,1.443,1.027777778
2017/8/1,1.444,1.028490028
2017/8/2,1.443,1.027777778
2017/8/3,1.443,1.027777778
2017/8/4,1.443,1.027777778
2017/8/7,1.443,1.027777778
2017/8/8,1.442,1.027065527
2017/8/9,1.442,1.027065527
2017/8/10,1.441,1.026353276
2017/8/11,1.438,1.024216524
2017/8/14,1.44,1.025641026
2017/8/15,1.44,1.025641026
2017/8/16,1.439,1.024928775
2017/8/17,1.439,1.024928775
2017/8/18,1.439,1.024928775
2017/8/21,1.44,1.025641026
2017/8/22,1.44,1.025641026
2017/8/23,1.439,1.024928775
2017/8/24,1.438,1.024216524
2017/8/25,1.44,1.025641026
2017/8/28,1.441,1.026353276
2017/8/29,1.44,1.025641026
2017/8/30,1.439,1.024928775
2017/8/31,1.438,1.024216524
2017/9/1,1.439,1.024928775
2017/9/4,1.44,1.025641026
2017/9/5,1.442,1.027065527
2017/9/6,1.443,1.027777778
2017/9/7,1.442,1.027065527
2017/9/8,1.444,1.028490028
2017/9/11,1.446,1.02991453
2017/9/12,1.444,1.028490028
2017/9/13,1.446,1.02991453
2017/9/14,1.447,1.030626781
2017/9/15,1.447,1.030626781
2017/9/18,1.447,1.030626781
2017/9/19,1.446,1.02991453
2017/9/20,1.448,1.031339031
2017/9/21,1.448,1.031339031
2017/9/22,1.448,1.031339031
2017/9/25,1.448,1.031339031
2017/9/26,1.446,1.02991453
2017/9/27,1.447,1.030626781
2017/9/28,1.447,1.030626781
2017/9/29,1.449,1.032051282
2017/10/9,1.451,1.033475783
2017/10/10,1.451,1.033475783
2017/10/11,1.452,1.034188034
2017/10/12,1.454,1.035612536
2017/10/13,1.454,1.035612536
2017/10/16,1.453,1.034900285
2017/10/17,1.453,1.034900285
2017/10/18,1.455,1.036324786
2017/10/19,1.456,1.037037037
2017/10/20,1.456,1.037037037
2017/10/23,1.456,1.037037037
2017/10/24,1.457,1.037749288
2017/10/25,1.459,1.039173789
2017/10/26,1.458,1.038461538
2017/10/27,1.458,1.038461538
2017/10/30,1.458,1.038461538
2017/10/31,1.459,1.039173789
2017/11/1,1.458,1.038461538
2017/11/2,1.458,1.038461538
2017/11/3,1.458,1.038461538
2017/11/6,1.462,1.041310541
2017/11/7,1.462,1.041310541
2017/11/8,1.461,1.040598291
2017/11/9,1.464,1.042735043
2017/11/10,1.466,1.044159544
2017/11/13,1.468,1.045584046
2017/11/14,1.464,1.042735043
2017/11/15,1.462,1.041310541
2017/11/16,1.463,1.042022792
2017/11/17,1.462,1.041310541
2017/11/20,1.464,1.042735043
2017/11/21,1.465,1.043447293
2017/11/22,1.465,1.043447293
2017/11/23,1.459,1.039173789
2017/11/24,1.458,1.038461538
2017/11/27,1.456,1.037037037
2017/11/28,1.458,1.038461538
2017/11/29,1.459,1.039173789
2017/11/30,1.458,1.038461538
2017/12/1,1.458,1.038461538
2017/12/4,1.459,1.039173789
2017/12/5,1.46,1.03988604
2017/12/6,1.46,1.03988604
2017/12/7,1.46,1.03988604
2017/12/8,1.46,1.03988604
2017/12/11,1.462,1.041310541
2017/12/12,1.46,1.03988604
2017/12/13,1.461,1.040598291
2017/12/14,1.461,1.040598291
