date,worth,y
2017/1/6,1.0203,1
2017/1/9,1.0217,1.001372145
2017/1/10,1.0224,1.002058218
2017/1/11,1.0219,1.001568166
2017/1/12,1.0214,1.001078114
2017/1/13,1.0209,1.000588062
2017/1/16,1.0204,1.00009801
2017/1/17,1.0208,1.000490052
2017/1/18,1.0204,1.00009801
2017/1/19,1.0191,0.998823875
2017/1/20,1.0198,0.999509948
2017/1/23,1.0207,1.000392042
2017/1/24,1.0212,1.000882094
2017/1/25,1.0213,1.000980104
2017/1/26,1.0218,1.001470156
2017/2/3,1.0212,1.000882094
2017/2/6,1.0207,1.000392042
2017/2/7,1.0194,0.999117906
2017/2/8,1.0184,0.998137803
2017/2/9,1.018,0.997745761
2017/2/10,1.0181,0.997843771
2017/2/13,1.019,0.998725865
2017/2/14,1.0189,0.998627855
2017/2/15,1.0175,0.997255709
2017/2/16,1.0194,0.999117906
2017/2/17,1.0187,0.998431834
2017/2/20,1.0212,1.000882094
2017/2/21,1.0215,1.001176125
2017/2/22,1.0223,1.001960208
2017/2/23,1.0222,1.001862197
2017/2/24,1.0221,1.001764187
2017/2/27,1.021,1.000686073
2017/2/28,1.0214,1.001078114
2017/3/1,1.0215,1.001176125
2017/3/2,1.0209,1.000588062
2017/3/3,1.0221,1.001764187
2017/3/6,1.0225,1.002156229
2017/3/7,1.0225,1.002156229
2017/3/8,1.0217,1.001372145
2017/3/9,1.0197,0.999411938
2017/3/10,1.0199,0.999607958
2017/3/13,1.0211,1.000784083
2017/3/14,1.0214,1.001078114
2017/3/15,1.0212,1.000882094
2017/3/16,1.0231,1.002744291
2017/3/17,1.0215,1.001176125
2017/3/20,1.0212,1.000882094
2017/3/21,1.0216,1.001274135
2017/3/22,1.0211,1.000784083
2017/3/23,1.0206,1.000294031
2017/3/24,1.024,1.003626384
2017/3/27,1.0241,1.003724395
2017/3/28,1.0234,1.003038322
2017/3/29,1.0236,1.003234343
2017/3/30,1.0217,1.001372145
2017/3/31,1.0226,1.002254239
2017/4/5,1.0265,1.006076644
2017/4/6,1.0281,1.00764481
2017/4/7,1.0295,1.009016956
2017/4/10,1.0305,1.00999706
2017/4/11,1.0315,1.010977164
2017/4/12,1.0306,1.01009507
2017/4/13,1.0316,1.011075174
2017/4/14,1.0302,1.009703029
2017/4/17,1.0299,1.009408997
2017/4/18,1.0289,1.008428893
2017/4/19,1.028,1.0075468
2017/4/20,1.0272,1.006762717
2017/4/21,1.028,1.0075468
2017/4/24,1.0247,1.004312457
2017/4/25,1.025,1.004606488
2017/4/26,1.0239,1.003528374
2017/4/27,1.0237,1.003332353
2017/4/28,1.0234,1.003038322
2017/5/2,1.0227,1.002352249
2017/5/3,1.0224,1.002058218
2017/5/4,1.0219,1.001568166
2017/5/5,1.0203,1
2017/5/8,1.0189,0.998627855
2017/5/9,1.0178,0.99754974
2017/5/10,1.015,0.994805449
2017/5/11,1.0149,0.994707439
2017/5/12,1.0151,0.99490346
2017/5/15,1.0162,0.995981574
2017/5/16,1.0161,0.995883564
2017/5/17,1.0149,0.994707439
2017/5/18,1.0146,0.994413408
2017/5/19,1.0144,0.994217387
2017/5/22,1.0157,0.995491522
2017/5/23,1.0154,0.995197491
2017/5/24,1.0153,0.995099481
2017/5/25,1.0173,0.997059688
2017/5/26,1.0185,0.998235813
2017/5/31,1.0192,0.998921886
2017/6/1,1.0199,0.999607958
2017/6/2,1.0198,0.999509948
2017/6/5,1.0202,0.99990199
2017/6/6,1.0206,1.000294031
2017/6/7,1.023,1.002646281
2017/6/8,1.0262,1.005782613
2017/6/9,1.0278,1.007350779
2017/6/12,1.03,1.009507008
2017/6/13,1.0312,1.010683132
2017/6/14,1.0302,1.009703029
2017/6/15,1.0302,1.009703029
2017/6/16,1.0301,1.009605018
2017/6/19,1.0337,1.013133392
2017/6/20,1.0358,1.01519161
2017/6/21,1.0383,1.01764187
2017/6/22,1.0389,1.018229932
2017/6/23,1.0402,1.019504067
2017/6/26,1.0433,1.022542389
2017/6/27,1.0448,1.024012545
2017/6/28,1.0444,1.023620504
2017/6/29,1.0464,1.025580712
2017/6/30,1.0483,1.027442909
2017/7/3,1.0483,1.027442909
2017/7/4,1.0468,1.025972753
2017/7/5,1.0493,1.028423013
2017/7/6,1.051,1.030089189
2017/7/7,1.0508,1.029893169
2017/7/10,1.0518,1.030873273
2017/7/11,1.0523,1.031363325
2017/7/12,1.053,1.032049397
2017/7/13,1.0539,1.032931491
2017/7/14,1.0554,1.034401647
2017/7/17,1.0558,1.034793688
2017/7/18,1.0555,1.034499657
2017/7/19,1.0588,1.037734
2017/7/20,1.0611,1.039988239
2017/7/21,1.0613,1.04018426
2017/7/24,1.0622,1.041066353
2017/7/25,1.0608,1.039694208
2017/7/26,1.0609,1.039792218
2017/7/27,1.0615,1.04038028
2017/7/28,1.0623,1.041164363
2017/7/31,1.0649,1.043712634
2017/8/1,1.0652,1.044006665
2017/8/2,1.0656,1.044398706
2017/8/3,1.0652,1.044006665
2017/8/4,1.0642,1.043026561
2017/8/7,1.065,1.043810644
2017/8/8,1.0652,1.044006665
2017/8/9,1.0657,1.044496717
2017/8/10,1.0649,1.043712634
2017/8/11,1.0629,1.041752426
2017/8/14,1.0653,1.044104675
2017/8/15,1.0658,1.044594727
2017/8/16,1.0645,1.043320592
2017/8/17,1.065,1.043810644
2017/8/18,1.0649,1.043712634
2017/8/21,1.0654,1.044202685
2017/8/22,1.0655,1.044300696
2017/8/23,1.064,1.04283054
2017/8/24,1.0628,1.041654415
2017/8/25,1.0644,1.043222582
2017/8/28,1.0652,1.044006665
2017/8/29,1.0651,1.043908654
2017/8/30,1.0645,1.043320592
2017/8/31,1.0641,1.04292855
2017/9/1,1.0645,1.043320592
2017/9/4,1.0663,1.045084779
2017/9/5,1.0669,1.045672841
2017/9/6,1.067,1.045770852
2017/9/7,1.066,1.044790748
2017/9/8,1.0679,1.046652945
2017/9/11,1.0687,1.047437028
2017/9/12,1.0693,1.048025091
2017/9/13,1.07,1.048711163
2017/9/14,1.07,1.048711163
2017/9/15,1.0699,1.048613153
2017/9/18,1.0706,1.049299226
2017/9/19,1.0704,1.049103205
2017/9/20,1.0715,1.050181319
2017/9/21,1.0711,1.049789278
2017/9/22,1.0712,1.049887288
2017/9/25,1.0726,1.051259433
2017/9/26,1.0727,1.051357444
2017/9/27,1.0729,1.051553465
2017/9/28,1.0743,1.05292561
2017/9/29,1.0763,1.054885818
2017/10/9,1.0782,1.056748015
2017/10/10,1.078,1.056551995
2017/10/11,1.0788,1.057336078
2017/10/12,1.0794,1.05792414
2017/10/13,1.0796,1.058120161
2017/10/16,1.0793,1.05782613
2017/10/17,1.079,1.057532098
2017/10/18,1.0795,1.05802215
2017/10/19,1.0799,1.058414192
2017/10/20,1.0804,1.058904244
2017/10/23,1.0809,1.059394296
2017/10/24,1.0821,1.06057042
2017/10/25,1.0817,1.060178379
2017/10/26,1.0811,1.059590317
2017/10/27,1.081,1.059492306
2017/10/30,1.0779,1.056453984
2017/10/31,1.0771,1.055669901
2017/11/1,1.0774,1.055963932
2017/11/2,1.0763,1.054885818
