date,worth,y
2017/1/6,1.0138,1
2017/1/9,1.0152,1.001380943
2017/1/10,1.0158,1.001972776
2017/1/11,1.0152,1.001380943
2017/1/12,1.0146,1.00078911
2017/1/13,1.0142,1.000394555
2017/1/16,1.0135,0.999704084
2017/1/17,1.014,1.000197278
2017/1/18,1.0134,0.999605445
2017/1/19,1.012,0.998224502
2017/1/20,1.0131,0.999309529
2017/1/23,1.0142,1.000394555
2017/1/24,1.0142,1.000394555
2017/1/25,1.0144,1.000591833
2017/1/26,1.0147,1.000887749
2017/2/3,1.014,1.000197278
2017/2/6,1.0136,0.999802722
2017/2/7,1.012,0.998224502
2017/2/8,1.0107,0.996942198
2017/2/9,1.0104,0.996646281
2017/2/10,1.0103,0.996547643
2017/2/13,1.0115,0.997731308
2017/2/14,1.0111,0.997336753
2017/2/15,1.0097,0.99595581
2017/2/16,1.0112,0.997435392
2017/2/17,1.0105,0.99674492
2017/2/20,1.0131,0.999309529
2017/2/21,1.0138,1
2017/2/22,1.0148,1.000986388
2017/2/23,1.0149,1.001085027
2017/2/24,1.015,1.001183665
2017/2/27,1.0135,0.999704084
2017/2/28,1.014,1.000197278
2017/3/1,1.0141,1.000295916
2017/3/2,1.0133,0.999506806
2017/3/3,1.0145,1.000690471
2017/3/6,1.0147,1.000887749
2017/3/7,1.0144,1.000591833
2017/3/8,1.0137,0.999901361
2017/3/9,1.0117,0.997928586
2017/3/10,1.0119,0.998125863
2017/3/13,1.013,0.99921089
2017/3/14,1.0132,0.999408167
2017/3/15,1.0137,0.999901361
2017/3/16,1.016,1.002170053
2017/3/17,1.0145,1.000690471
2017/3/20,1.0146,1.00078911
2017/3/21,1.0148,1.000986388
2017/3/22,1.0148,1.000986388
2017/3/23,1.0144,1.000591833
2017/3/24,1.0173,1.003452357
2017/3/27,1.0172,1.003353719
2017/3/28,1.0165,1.002663247
2017/3/29,1.0167,1.002860525
2017/3/30,1.0127,0.998914973
2017/3/31,1.0129,0.999112251
2017/4/5,1.0171,1.00325508
2017/4/6,1.0189,1.005030578
2017/4/7,1.021,1.007101993
2017/4/10,1.0225,1.008581574
2017/4/11,1.0238,1.009863878
2017/4/12,1.0231,1.009173407
2017/4/13,1.0243,1.010357072
2017/4/14,1.023,1.009074768
2017/4/17,1.022,1.00808838
2017/4/18,1.021,1.007101993
2017/4/19,1.0199,1.006016966
2017/4/20,1.0189,1.005030578
2017/4/21,1.0196,1.00572105
2017/4/24,1.0162,1.002367331
2017/4/25,1.0166,1.002761886
2017/4/26,1.0156,1.001775498
2017/4/27,1.0155,1.001676859
2017/4/28,1.0152,1.001380943
2017/5/2,1.0143,1.000493194
2017/5/3,1.0137,0.999901361
2017/5/4,1.013,0.99921089
2017/5/5,1.0116,0.997829947
2017/5/8,1.0102,0.996449004
2017/5/9,1.0094,0.995659893
2017/5/10,1.0068,0.993095285
2017/5/11,1.0066,0.992898007
2017/5/12,1.0068,0.993095285
2017/5/15,1.0081,0.994377589
2017/5/16,1.0085,0.994772144
2017/5/17,1.0074,0.993687118
2017/5/18,1.0073,0.993588479
