date,worth,y
2017/1/6,1.0008,1
2017/1/9,1.0045,1.003697042
2017/1/10,1.0038,1.002997602
2017/1/11,1.004,1.003197442
2017/1/12,1.0036,1.002797762
2017/1/13,1.0039,1.003097522
2017/1/16,1.0045,1.003697042
2017/1/17,1.0046,1.003796962
2017/1/18,1.0052,1.004396483
2017/1/19,1.0053,1.004496403
2017/1/20,1.0079,1.007094325
2017/1/23,1.0113,1.010491607
2017/1/24,1.0117,1.010891287
2017/1/25,1.0116,1.010791367
2017/1/26,1.0105,1.009692246
2017/2/3,1.0052,1.004396483
2017/2/6,1.0053,1.004496403
2017/2/7,1.007,1.006195044
2017/2/8,1.0075,1.006694644
2017/2/9,1.008,1.007194245
2017/2/10,1.0078,1.006994404
2017/2/13,1.0079,1.007094325
2017/2/14,1.0065,1.005695444
2017/2/15,1.0061,1.005295763
2017/2/16,1.006,1.005195843
2017/2/17,1.0047,1.003896882
2017/2/20,1.0066,1.005795364
2017/2/21,1.0077,1.006894484
2017/2/22,1.0077,1.006894484
2017/2/23,1.0078,1.006994404
2017/2/24,1.0082,1.007394085
2017/2/27,1.0079,1.007094325
2017/2/28,1.0081,1.007294165
2017/3/1,1.0081,1.007294165
2017/3/2,1.0075,1.006694644
2017/3/3,1.0068,1.005995204
2017/3/6,1.0075,1.006694644
2017/3/7,1.0069,1.006095124
2017/3/8,1.0069,1.006095124
2017/3/9,1.0067,1.005895284
2017/3/10,1.0068,1.005995204
2017/3/13,1.007,1.006195044
2017/3/14,1.0075,1.006694644
2017/3/15,1.0079,1.007094325
2017/3/16,1.0084,1.007593925
2017/3/17,1.0061,1.005295763
2017/3/20,1.0056,1.004796163
2017/3/21,1.0074,1.006594724
2017/3/22,1.01,1.009192646
2017/3/23,1.0112,1.010391687
2017/3/24,1.0121,1.011290967
2017/3/27,1.011,1.010191847
2017/3/28,1.0085,1.007693845
2017/3/29,1.0086,1.007793765
2017/3/30,1.0086,1.007793765
2017/3/31,1.008,1.007194245
2017/4/5,1.0111,1.010291767
2017/4/6,1.0133,1.012490008
2017/4/7,1.0148,1.013988809
2017/4/10,1.0179,1.017086331
2017/4/11,1.0191,1.018285372
2017/4/12,1.0178,1.016986411
2017/4/13,1.0174,1.016586731
2017/4/14,1.0163,1.01548761
2017/4/17,1.0161,1.01528777
2017/4/18,1.0164,1.01558753
2017/4/19,1.0158,1.01498801
2017/4/20,1.0178,1.016986411
2017/4/21,1.0175,1.016686651
2017/4/24,1.0118,1.010991207
2017/4/25,1.0088,1.007993605
2017/4/26,1.0068,1.005995204
2017/4/27,1.0092,1.008393285
2017/4/28,1.0084,1.007593925
2017/5/2,1.0097,1.008892886
2017/5/3,1.0097,1.008892886
2017/5/4,1.009,1.008193445
2017/5/5,1.0086,1.007793765
2017/5/8,1.008,1.007194245
2017/5/9,1.0077,1.006894484
2017/5/10,1.0057,1.004896083
2017/5/11,1.0074,1.006594724
2017/5/12,1.0092,1.008393285
2017/5/15,1.0091,1.008293365
2017/5/16,1.0101,1.009292566
2017/5/17,1.0087,1.007893685
2017/5/18,1.0065,1.005695444
2017/5/19,1.0058,1.004996003
2017/5/22,1.0066,1.005795364
2017/5/23,1.0065,1.005695444
2017/5/24,1.0064,1.005595524
2017/5/25,1.0083,1.007494005
2017/5/26,1.0111,1.010291767
2017/5/31,1.013,1.012190248
2017/6/1,1.0144,1.013589129
2017/6/2,1.014,1.013189448
2017/6/5,1.0136,1.012789768
2017/6/6,1.0158,1.01498801
2017/6/7,1.0167,1.01588729
2017/6/8,1.018,1.017186251
2017/6/9,1.0185,1.017685851
2017/6/12,1.0185,1.017685851
2017/6/13,1.0195,1.018685052
2017/6/14,1.0184,1.017585931
2017/6/15,1.0191,1.018285372
2017/6/16,1.0188,1.017985612
2017/6/19,1.0213,1.020483613
2017/6/20,1.0202,1.019384492
2017/6/21,1.021,1.020183853
2017/6/22,1.0209,1.020083933
2017/6/23,1.0203,1.019484412
2017/6/26,1.022,1.021183054
2017/6/27,1.0219,1.021083133
2017/6/28,1.0214,1.020583533
2017/6/29,1.0218,1.020983213
2017/6/30,1.0243,1.023481215
2017/7/3,1.0248,1.023980815
2017/7/4,1.0235,1.022681855
2017/7/5,1.0247,1.023880895
2017/7/6,1.0259,1.025079936
2017/7/7,1.0251,1.024280576
2017/7/10,1.0241,1.023281375
2017/7/11,1.024,1.023181455
2017/7/12,1.0246,1.023780975
2017/7/13,1.0249,1.024080735
2017/7/14,1.0263,1.025479616
2017/7/17,1.025,1.024180655
2017/7/18,1.0251,1.024280576
2017/7/19,1.0257,1.024880096
2017/7/20,1.0252,1.024380496
2017/7/21,1.0253,1.024480416
2017/7/24,1.0274,1.026578737
2017/7/25,1.0281,1.027278177
2017/7/26,1.0273,1.026478817
2017/7/27,1.0266,1.025779376
2017/7/28,1.0273,1.026478817
2017/7/31,1.0253,1.024480416
2017/8/1,1.0236,1.022781775
2017/8/2,1.0224,1.021582734
2017/8/3,1.0222,1.021382894
2017/8/4,1.0227,1.021882494
2017/8/7,1.0233,1.022482014
2017/8/8,1.0227,1.021882494
2017/8/9,1.0242,1.023381295
2017/8/10,1.0241,1.023281375
2017/8/11,1.0229,1.022082334
2017/8/14,1.0235,1.022681855
2017/8/15,1.0233,1.022482014
2017/8/16,1.0233,1.022482014
2017/8/17,1.0234,1.022581934
2017/8/18,1.0243,1.023481215
2017/8/21,1.0251,1.024280576
2017/8/22,1.0246,1.023780975
2017/8/23,1.0245,1.023681055
2017/8/24,1.0246,1.023780975
2017/8/25,1.0247,1.023880895
2017/8/28,1.0253,1.024480416
2017/8/29,1.0255,1.024680256
2017/8/30,1.0255,1.024680256
2017/8/31,1.0264,1.025579536
2017/9/1,1.0273,1.026478817
2017/9/4,1.0282,1.027378098
2017/9/5,1.0287,1.027877698
2017/9/6,1.0288,1.027977618
2017/9/7,1.0281,1.027278177
2017/9/8,1.0281,1.027278177
2017/9/11,1.0292,1.028377298
2017/9/12,1.0285,1.027677858
2017/9/13,1.0292,1.028377298
2017/9/14,1.0288,1.027977618
2017/9/15,1.0296,1.028776978
2017/9/18,1.0302,1.029376499
2017/9/19,1.0304,1.029576339
2017/9/20,1.0309,1.030075939
2017/9/21,1.0305,1.029676259
2017/9/22,1.031,1.030175859
2017/9/25,1.0309,1.030075939
2017/9/26,1.0302,1.029376499
2017/9/27,1.0313,1.03047562
2017/9/28,1.0318,1.03097522
2017/9/29,1.0324,1.03157474
2017/10/9,1.0341,1.033273381
2017/10/10,1.0341,1.033273381
2017/10/11,1.0343,1.033473221
2017/10/12,1.0345,1.033673062
2017/10/13,1.0351,1.034272582
2017/10/16,1.0347,1.033872902
2017/10/17,1.0344,1.033573141
2017/10/18,1.035,1.034172662
2017/10/19,1.0351,1.034272582
2017/10/20,1.0357,1.034872102
2017/10/23,1.0368,1.035971223
2017/10/24,1.037,1.036171063
2017/10/25,1.0385,1.037669864
2017/10/26,1.0384,1.037569944
2017/10/27,1.0386,1.037769784
2017/10/30,1.0373,1.036470823
2017/10/31,1.0379,1.037070344
2017/11/1,1.0382,1.037370104
2017/11/2,1.037,1.036171063
2017/11/3,1.0368,1.035971223
2017/11/6,1.0374,1.036570743
2017/11/7,1.0379,1.037070344
2017/11/8,1.0383,1.037470024
2017/11/9,1.0391,1.038269384
2017/11/10,1.0404,1.039568345
2017/11/13,1.0416,1.040767386
2017/11/14,1.0406,1.039768185
2017/11/15,1.0392,1.038369305
2017/11/16,1.0394,1.038569145
2017/11/17,1.0371,1.036270983
2017/11/20,1.0382,1.037370104
2017/11/21,1.0374,1.036570743
2017/11/22,1.0373,1.036470823
2017/11/23,1.0346,1.033772982
2017/11/24,1.0343,1.033473221
2017/11/27,1.0342,1.033373301
2017/11/28,1.0348,1.033972822
2017/11/29,1.0346,1.033772982
2017/11/30,1.034,1.033173461
2017/12/1,1.0349,1.034072742
2017/12/4,1.0352,1.034372502
2017/12/5,1.0345,1.033673062
2017/12/6,1.0352,1.034372502
2017/12/7,1.0353,1.034472422
2017/12/8,1.0362,1.035371703
2017/12/11,1.0371,1.036270983
2017/12/12,1.0362,1.035371703
2017/12/13,1.0365,1.035671463
2017/12/14,1.0367,1.035871303
2017/12/15,1.0362,1.035371703
2017/12/18,1.0368,1.035971223
2017/12/19,1.0374,1.036570743
2017/12/20,1.0377,1.036870504
2017/12/21,1.0381,1.037270184
2017/12/22,1.0375,1.036670663
2017/12/25,1.0376,1.036770584
2017/12/26,1.0382,1.037370104
2017/12/27,1.0365,1.035671463
2017/12/28,1.037,1.036171063
2017/12/29,1.0385,1.037669864
2017/12/31,1.0388,1.037969624
2018/1/2,1.0407,1.039868106
2018/1/3,1.0428,1.041966427
2018/1/4,1.0432,1.042366107
2018/1/5,1.0432,1.042366107
2018/1/8,1.0444,1.043565148
2018/1/9,1.046,1.045163869
2018/1/10,1.0437,1.042865707
2018/1/11,1.045,1.044164668
2018/1/12,1.044,1.043165468
2018/1/15,1.0412,1.040367706
2018/1/16,1.0446,1.043764988
2018/1/17,1.0437,1.042865707
2018/1/18,1.044,1.043165468
2018/1/19,1.0426,1.041766587
2018/1/22,1.0436,1.042765787
2018/1/23,1.0456,1.044764189
2018/1/24,1.0448,1.043964828
2018/1/25,1.0438,1.042965627
2018/1/26,1.0441,1.043265388
2018/1/29,1.0411,1.040267786
2018/1/30,1.0405,1.039668265
2018/1/31,1.0443,1.043465228
2018/2/1,1.0412,1.040367706
2018/2/2,1.0413,1.040467626
2018/2/5,1.0422,1.041366906
2018/2/6,1.0352,1.034372502
2018/2/7,1.0334,1.032573941
2018/2/8,1.0337,1.032873701
2018/2/9,1.0321,1.03127498
2018/2/12,1.0346,1.033772982
2018/2/13,1.0353,1.034472422
2018/2/14,1.0359,1.035071942
2018/2/22,1.038,1.037170264
2018/2/23,1.0384,1.037569944
2018/2/26,1.0393,1.038469225
2018/2/27,1.0394,1.038569145
2018/2/28,1.0406,1.039768185
2018/3/1,1.041,1.040167866
2018/3/2,1.0408,1.039968026
2018/3/5,1.0417,1.040867306
2018/3/6,1.0421,1.041266986
2018/3/7,1.0414,1.040567546
2018/3/8,1.0421,1.041266986
2018/3/9,1.0438,1.042965627
2018/3/12,1.0443,1.043465228
2018/3/13,1.0436,1.042765787
2018/3/14,1.0435,1.042665867
2018/3/15,1.0437,1.042865707
2018/3/16,1.0437,1.042865707
2018/3/19,1.0435,1.042665867
2018/3/20,1.0438,1.042965627
2018/3/21,1.0431,1.042266187
2018/3/22,1.0426,1.041766587
2018/3/23,1.0401,1.039268585
2018/3/26,1.0418,1.040967226
2018/3/27,1.0431,1.042266187
2018/3/28,1.0422,1.041366906
2018/3/29,1.0427,1.041866507
2018/3/30,1.0444,1.043565148
2018/4/2,1.0448,1.043964828
2018/4/3,1.0447,1.043864908
2018/4/4,1.0452,1.044364508
2018/4/9,1.0461,1.045263789
2018/4/10,1.0475,1.04666267
2018/4/11,1.0484,1.04756195
2018/4/12,1.0483,1.04746203
2018/4/13,1.0485,1.047661871
2018/4/16,1.0488,1.047961631
2018/4/17,1.0483,1.04746203
2018/4/18,1.051,1.050159872
2018/4/19,1.0495,1.048661071
2018/4/20,1.0483,1.04746203
2018/4/23,1.0469,1.046063149
2018/4/24,1.0482,1.04736211
2018/4/25,1.0479,1.04706235
2018/4/26,1.0455,1.044664269
2018/4/27,1.0447,1.043864908
2018/5/2,1.0455,1.044664269
2018/5/3,1.0461,1.045263789
2018/5/4,1.0462,1.045363709
2018/5/7,1.047,1.04616307
2018/5/8,1.047,1.04616307
2018/5/9,1.0466,1.045763389
2018/5/10,1.0471,1.04626299
2018/5/11,1.047,1.04616307
2018/5/14,1.0471,1.04626299
2018/5/15,1.0474,1.04656275
2018/5/16,1.0483,1.04746203
2018/5/17,1.0477,1.04686251
2018/5/18,1.0474,1.04656275
2018/5/21,1.0488,1.047961631
2018/5/22,1.0495,1.048661071
2018/5/23,1.049,1.048161471
2018/5/24,1.0487,1.047861711
2018/5/25,1.0487,1.047861711
2018/5/28,1.0508,1.049960032
2018/5/29,1.0498,1.048960831
2018/5/30,1.0497,1.048860911
2018/5/31,1.052,1.051159073
2018/6/1,1.05,1.049160671
2018/6/4,1.0528,1.051958433
2018/6/5,1.0543,1.053457234
2018/6/6,1.0541,1.053257394
2018/6/7,1.053,1.052158273
2018/6/8,1.0525,1.051658673
2018/6/11,1.0519,1.051059153
2018/6/12,1.0531,1.052258193
2018/6/13,1.0522,1.051358913
2018/6/14,1.0513,1.050459632
2018/6/15,1.0496,1.048760991
2018/6/19,1.0458,1.044964029
2018/6/20,1.0477,1.04686251
2018/6/21,1.0456,1.044764189
2018/6/22,1.0468,1.045963229
2018/6/25,1.0481,1.04726219
2018/6/26,1.0472,1.04636291
2018/6/27,1.0452,1.044364508
2018/6/28,1.0458,1.044964029
2018/6/29,1.0487,1.047861711
2018/6/30,1.0488,1.047961631
2018/7/2,1.0476,1.04676259
2018/7/3,1.0477,1.04686251
2018/7/4,1.047,1.04616307
2018/7/5,1.0452,1.044364508
2018/7/6,1.046,1.045163869
2018/7/9,1.0482,1.04736211
2018/7/10,1.048,1.04716227
2018/7/11,1.0453,1.044464428
2018/7/12,1.0485,1.047661871
2018/7/13,1.0494,1.048561151
2018/7/16,1.0496,1.048760991
2018/7/17,1.0495,1.048661071
2018/7/18,1.0491,1.048261391
2018/7/19,1.0494,1.048561151
