date,worth
2016-05-26,1
2016-05-27,0.9997
2016-06-03,0.9987
2016-06-08,0.999
2016-06-17,1
2016-06-24,1.0003
2016-06-30,1.0023
2016-07-01,1.0032
2016-07-08,1.0102
2016-07-15,1.0153
2016-07-22,1.017
2016-07-29,1.022
2016-08-05,1.0235
2016-08-10,1.0291
2016-08-11,1.0283
2016-08-12,1.0306
2016-08-15,1.0327
2016-08-16,1.0319
2016-08-17,1.032
2016-08-18,1.0319
2016-08-19,1.0318
2016-08-22,1.0318
2016-08-23,1.0309
2016-08-24,1.0301
2016-08-25,1.0298
2016-08-26,1.0306
2016-08-29,1.0304
2016-08-30,1.03
2016-08-31,1.0301
2016-09-01,1.03
2016-09-02,1.0301
2016-09-05,1.031
2016-09-06,1.032
2016-09-07,1.032
2016-09-08,1.0324
2016-09-09,1.0324
2016-09-12,1.0294
2016-09-13,1.0298
2016-09-14,1.0296
2016-09-19,1.0304
2016-09-20,1.0307
2016-09-21,1.0307
2016-09-22,1.0316
2016-09-23,1.0323
2016-09-26,1.0312
2016-09-27,1.0318
2016-09-28,1.0319
2016-09-29,1.0328
2016-09-30,1.0334
2016-10-10,1.0364
2016-10-11,1.0369
2016-10-12,1.0367
2016-10-13,1.0374
2016-10-14,1.038
2016-10-17,1.0378
2016-10-18,1.0386
2016-10-19,1.0387
2016-10-20,1.0393
2016-10-21,1.0396
2016-10-24,1.0392
2016-10-25,1.0395
2016-10-26,1.0372
2016-10-27,1.0367
2016-10-28,1.0359
2016-10-31,1.0357
2016-11-01,1.0363
2016-11-02,1.036
2016-11-03,1.0363
2016-11-04,1.0359
2016-11-07,1.0358
2016-11-08,1.0356
2016-11-09,1.0347
2016-11-10,1.0358
2016-11-11,1.0359
2016-11-14,1.0356
2016-11-15,1.0352
2016-11-16,1.0345
2016-11-17,1.0338
2016-11-18,1.0329
2016-11-21,1.0335
2016-11-22,1.0336
2016-11-23,1.0341
2016-11-24,1.0343
2016-11-25,1.0353
2016-11-28,1.0352
2016-11-29,1.0359
2016-11-30,1.0347
2016-12-01,1.0352
2016-12-02,1.033
2016-12-05,1.0315
2016-12-06,1.0307
2016-12-07,1.0313
2016-12-08,1.031
2016-12-09,1.0314
2016-12-12,1.0274
2016-12-13,1.0263
2016-12-14,1.0236
2016-12-15,1.0152
2016-12-16,1.0159
2016-12-19,1.0132
2016-12-20,1.0111
2016-12-21,1.0114
2016-12-22,1.0129
2016-12-23,1.0133
2016-12-26,1.0143
2016-12-27,1.0144
2016-12-28,1.0141
2016-12-29,1.015
2016-12-30,1.0174
2016-12-31,1.0175
2017-01-03,1.0189
2017-01-04,1.0198
2017-01-05,1.0202
2017-01-06,1.0203
2017-01-09,1.0217
2017-01-10,1.0224
2017-01-11,1.0219
2017-01-12,1.0214
2017-01-13,1.0209
2017-01-16,1.0204
2017-01-17,1.0208
2017-01-18,1.0204
2017-01-19,1.0191
2017-01-20,1.0198
2017-01-23,1.0207
2017-01-24,1.0212
2017-01-25,1.0213
2017-01-26,1.0218
2017-02-03,1.0212
2017-02-06,1.0207
2017-02-07,1.0194
2017-02-08,1.0184
2017-02-09,1.018
2017-02-10,1.0181
2017-02-13,1.019
2017-02-14,1.0189
2017-02-15,1.0175
2017-02-16,1.0194
2017-02-17,1.0187
2017-02-20,1.0212
2017-02-21,1.0215
2017-02-22,1.0223
2017-02-23,1.0222
2017-02-24,1.0221
2017-02-27,1.021
2017-02-28,1.0214
2017-03-01,1.0215
2017-03-02,1.0209
2017-03-03,1.0221
2017-03-06,1.0225
2017-03-07,1.0225
2017-03-08,1.0217
2017-03-09,1.0197
2017-03-10,1.0199
2017-03-13,1.0211
2017-03-14,1.0214
2017-03-15,1.0212
2017-03-16,1.0231
2017-03-17,1.0215
2017-03-20,1.0212
2017-03-21,1.0216
2017-03-22,1.0211
2017-03-23,1.0206
2017-03-24,1.024
2017-03-27,1.0241
2017-03-28,1.0234
2017-03-29,1.0236
2017-03-30,1.0217
2017-03-31,1.0226
2017-04-05,1.0265
2017-04-06,1.0281
2017-04-07,1.0295
2017-04-10,1.0305
2017-04-11,1.0315
2017-04-12,1.0306
2017-04-13,1.0316
2017-04-14,1.0302
2017-04-17,1.0299
2017-04-18,1.0289
2017-04-19,1.028
2017-04-20,1.0272
2017-04-21,1.028
2017-04-24,1.0247
2017-04-25,1.025
2017-04-26,1.0239
2017-04-27,1.0237
2017-04-28,1.0234
2017-05-02,1.0227
2017-05-03,1.0224
2017-05-04,1.0219
2017-05-05,1.0203
2017-05-08,1.0189
2017-05-09,1.0178
2017-05-10,1.015
2017-05-11,1.0149
2017-05-12,1.0151
2017-05-15,1.0162
2017-05-16,1.0161
2017-05-17,1.0149
2017-05-18,1.0146
2017-05-19,1.0144
2017-05-22,1.0157
2017-05-23,1.0154
2017-05-24,1.0153
2017-05-25,1.0173
2017-05-26,1.0185
2017-05-31,1.0192
2017-06-01,1.0199
2017-06-02,1.0198
2017-06-05,1.0202
2017-06-06,1.0206
2017-06-07,1.023
2017-06-08,1.0262
2017-06-09,1.0278
2017-06-12,1.03
2017-06-13,1.0312
2017-06-14,1.0302
2017-06-15,1.0302
2017-06-16,1.0301
2017-06-19,1.0337
2017-06-20,1.0358
2017-06-21,1.0383
2017-06-22,1.0389
2017-06-23,1.0402
2017-06-26,1.0433
2017-06-27,1.0448
2017-06-28,1.0444
2017-06-29,1.0464
2017-06-30,1.0483
2017-07-03,1.0483
2017-07-04,1.0468
2017-07-05,1.0493
2017-07-06,1.051
2017-07-07,1.0508
2017-07-10,1.0518
2017-07-11,1.0523
2017-07-12,1.053
2017-07-13,1.0539
2017-07-14,1.0554
2017-07-17,1.0558
2017-07-18,1.0555
2017-07-19,1.0588
2017-07-20,1.0611
2017-07-21,1.0613
2017-07-24,1.0622
2017-07-25,1.0608
2017-07-26,1.0609
2017-07-27,1.0615
2017-07-28,1.0623
2017-07-31,1.0649
2017-08-01,1.0652
