date,worth
2016-07-15,1
2016-07-22,1
2016-07-28,1.001
2016-07-29,1.001
2016-08-01,1.001
2016-08-02,1.001
2016-08-03,1.001
2016-08-04,1.001
2016-08-05,1.001
2016-08-08,1.001
2016-08-09,1.001
2016-08-10,1.001
2016-08-11,1.001
2016-08-12,1.001
2016-08-15,1.001
2016-08-16,1.001
2016-08-17,1.001
2016-08-18,1.001
2016-08-19,1.001
2016-08-22,1.001
2016-08-23,1.001
2016-08-24,1
2016-08-25,1
2016-08-26,1.001
2016-08-29,1.001
2016-08-30,1
2016-08-31,1.001
2016-09-01,1.001
2016-09-02,1.001
2016-09-05,1.001
2016-09-06,1.001
2016-09-07,1.001
2016-09-08,1.001
2016-09-09,1.002
2016-09-12,1.002
2016-09-13,1.002
2016-09-14,1.002
2016-09-19,1.002
2016-09-20,1.002
2016-09-21,1.002
2016-09-22,1.003
2016-09-23,1.003
2016-09-26,1.003
2016-09-27,1.003
2016-09-28,1.003
2016-09-29,1.003
2016-09-30,1.003
2016-10-10,1.005
2016-10-11,1.005
2016-10-12,1.005
2016-10-13,1.005
2016-10-14,1.005
2016-10-17,1.005
2016-10-18,1.006
2016-10-19,1.006
2016-10-20,1.006
2016-10-21,1.006
2016-10-24,1.006
2016-10-25,1.006
2016-10-26,1.005
2016-10-27,1.004
2016-10-28,1.004
2016-10-31,1.004
2016-11-01,1.004
2016-11-02,1.004
2016-11-03,1.004
2016-11-04,1.005
2016-11-07,1.005
2016-11-08,1.004
2016-11-09,1.004
2016-11-10,1.004
2016-11-11,1.003
2016-11-14,1.003
2016-11-15,1.002
2016-11-16,1.001
2016-11-17,1
2016-11-18,1
2016-11-21,1
2016-11-22,1
2016-11-23,1
2016-11-24,1
2016-11-25,1
2016-11-28,1
2016-11-29,0.999
2016-11-30,0.997
2016-12-01,0.995
2016-12-02,0.994
2016-12-05,0.993
2016-12-06,0.991
2016-12-07,0.991
2016-12-08,0.992
2016-12-09,0.992
2016-12-12,0.99
2016-12-13,0.988
2016-12-14,0.986
2016-12-15,0.983
2016-12-16,0.983
2016-12-19,0.981
2016-12-20,0.979
2016-12-21,0.982
2016-12-22,0.986
2016-12-23,0.987
2016-12-26,0.988
2016-12-27,0.988
2016-12-28,0.988
2016-12-29,0.99
2016-12-30,0.991
2016-12-31,0.991
2017-01-03,0.992
2017-01-04,0.992
2017-01-05,0.992
2017-01-06,0.992
2017-01-09,0.993
2017-01-10,0.994
2017-01-11,0.994
2017-01-12,0.994
2017-01-13,0.993
2017-01-16,0.991
2017-01-17,0.99
2017-01-18,0.988
2017-01-19,0.987
2017-01-20,0.989
2017-01-23,0.991
2017-01-24,0.989
2017-01-25,0.987
2017-01-26,0.988
2017-02-03,0.987
2017-02-06,0.986
2017-02-07,0.984
2017-02-08,0.984
2017-02-09,0.985
2017-02-10,0.985
2017-02-13,0.986
2017-02-14,0.986
2017-02-15,0.986
2017-02-16,0.986
2017-02-17,0.986
2017-02-20,0.987
2017-02-21,0.987
2017-02-22,0.987
2017-02-23,0.987
2017-02-24,0.988
2017-02-27,0.988
2017-02-28,0.988
2017-03-01,0.989
2017-03-02,0.989
2017-03-03,0.989
2017-03-06,0.989
2017-03-07,0.989
2017-03-08,0.989
2017-03-09,0.988
2017-03-10,0.988
2017-03-13,0.988
2017-03-14,0.988
2017-03-15,0.989
2017-03-16,0.989
2017-03-17,0.989
2017-03-20,0.989
2017-03-21,0.988
2017-03-22,0.988
2017-03-23,0.988
2017-03-24,0.989
2017-03-27,0.99
2017-03-28,0.99
2017-03-29,0.99
2017-03-30,0.989
2017-03-31,0.989
2017-04-05,0.991
2017-04-06,0.991
2017-04-07,0.992
2017-04-10,0.991
2017-04-11,0.992
2017-04-12,0.992
2017-04-13,0.992
2017-04-14,0.99
2017-04-17,0.989
2017-04-18,0.988
2017-04-19,0.987
2017-04-20,0.987
2017-04-21,0.987
2017-04-24,0.985
2017-04-25,0.985
2017-04-26,0.986
2017-04-27,0.987
2017-04-28,0.987
2017-05-02,0.987
2017-05-03,0.987
2017-05-04,0.986
2017-05-05,0.987
2017-05-08,0.986
2017-05-09,0.985
2017-05-10,0.984
2017-05-11,0.983
2017-05-12,0.982
2017-05-15,0.982
2017-05-16,0.984
2017-05-17,0.985
2017-05-18,0.985
2017-05-19,0.985
2017-05-22,0.983
2017-05-23,0.98
2017-05-24,0.981
2017-05-25,0.982
2017-05-26,0.983
2017-05-31,0.982
2017-06-01,0.98
2017-06-02,0.982
2017-06-05,0.982
2017-06-06,0.982
2017-06-07,0.986
2017-06-08,0.987
2017-06-09,0.987
2017-06-12,0.986
2017-06-13,0.989
2017-06-14,0.99
2017-06-15,0.992
2017-06-16,0.993
2017-06-19,0.994
2017-06-20,0.996
2017-06-21,0.996
2017-06-22,0.993
2017-06-23,0.996
2017-06-26,0.998
2017-06-27,1.001
2017-06-28,1.001
2017-06-29,1.002
2017-06-30,1.002
2017-07-03,1.003
2017-07-04,1.003
2017-07-05,1.003
2017-07-06,1.003
2017-07-07,1.002
2017-07-10,1.002
2017-07-11,1.002
2017-07-12,1.001
2017-07-13,1.001
2017-07-14,1
2017-07-17,0.994
2017-07-18,0.994
2017-07-19,0.997
2017-07-20,0.999
2017-07-21,0.999
2017-07-24,1.001
2017-07-25,1
2017-07-26,1
2017-07-27,1.001
2017-07-28,1
2017-07-31,1.002
2017-08-01,1.002
2017-08-02,1.001
2017-08-03,1.002
2017-08-04,1.002
2017-08-07,1.003
2017-08-08,1.003
2017-08-09,1.004
2017-08-10,1.005
2017-08-11,1.004
2017-08-14,1.006
2017-08-15,1.009
2017-08-16,1.009
2017-08-17,1.009
2017-08-18,1.01
2017-08-21,1.01
2017-08-22,1.009
2017-08-23,1.008
2017-08-24,1.008
2017-08-25,1.009
2017-08-28,1.012
2017-08-29,1.011
2017-08-30,1.01
2017-08-31,1.01
2017-09-01,1.011
2017-09-04,1.011
2017-09-05,1.011
2017-09-06,1.011
2017-09-07,1.011
2017-09-08,1.01
2017-09-11,1.011
2017-09-12,1.012
2017-09-13,1.013
2017-09-14,1.013
2017-09-15,1.013
2017-09-18,1.014
2017-09-19,1.014
2017-09-20,1.014
2017-09-21,1.013
2017-09-22,1.012
2017-09-25,1.011
2017-09-26,1.01
2017-09-27,1.011
2017-09-28,1.011
2017-09-29,1.012
2017-10-09,1.015
2017-10-10,1.016
2017-10-11,1.016
2017-10-12,1.016
2017-10-13,1.017
2017-10-16,1.016
2017-10-17,1.016
2017-10-18,1.016
2017-10-19,1.016
2017-10-20,1.016
2017-10-23,1.018
2017-10-24,1.018
2017-10-25,1.019
2017-10-26,1.02
